modismo;significado;ejemplo;fuente
cajeto;Árbol de hasta 15 m, de flores de color rojo encendido, semillas y frutos de color café, se siembra para proteger las fuentes hídricas, de uso medicinal y alimento para ganado.;El cajeto ha tenido su mayor popularidad en el cuidado de fuentes de agua, pues siempre ha existido la creencia de que aumenta el caudal de los manantiales.;DICOL
cajonero, ra;Referido a una persona, que intenta quitarle el trabajo a alguien mediante intrigas y habladurías.;Muchos de sus colegas en alguna ocasión han hablado de los comportamientos desleales y 'cajoneros' de él y ratificados según lo acabé de entender.;DICOL
cajulo;Referido a una persona, poco culta, sin instrucción y de formas toscas.;Y apena yega argún cajulo se le avienta pa que le compre a ella sola su comira babosiáa.;DICOL
cajón;Ataúd.;El hombre seguía buscando con desesperación, no sólo a su mujer, sino el cajón de su hijo. No estaba entre los féretros que habían vuelto a la brigada.;DICOL
calabazo;Recipiente de uso doméstico hecho del fruto del totumo para guardar diferentes alimentos o cargar líquidos.;Ella me daba un calabazo lleno del delicioso elixir campesino que tapaba con una tusa y que yo paladeaba a solas.;DICOL
calado;Referido a una fruta, traslúcida después de haber sido cocida en agua y azúcar.;En el mecato payanés eran infaltables, el dulce de toronja, las brevas caladas, y la naranja desamargada entre otros.;DICOL
calanchín;Persona que negocia o firma un contrato usando su nombre para ocultar el del verdadero interesado.;Esta señora es la calanchín de los García, detrás de ella está la mano de su esposo y demás parientes corruptos.;DICOL
calar;Cocinar frutas en almíbar hasta que su pulpa quede traslúcida.;En la costa Caribe calan los plátanos con una gaseosa para darles un color y un sabor muy particular.;DICOL
calavera;Referido a una persona, rebelde, desobediente.;A este personaje que no encaja en el molde familiar se le conoce como: el hijo díscolo o 'calavera', el loco de la familia.;DICOL
calceta;Tallo herbáceo y sin hojas de la planta del plátano, se emplea para empaque artesanal de algunos alimentos y para hacer bolsas y otros objetos.;Abrió el señor juez una caja muy grande que estaba llena de legajos de papeles atados con cintas de calceta de plátano, y comenzó a buscar.;DICOL
calcetear;Incumplir las promesas hechas o los deberes adquiridos.;¿Qué pasó con la excursión que teníamos planeada, se calcetearon todos o aún me puedo ir con alguno?;DICOL
calceto;Referido a una persona, desleal o que suele quedar mal o incumplir lo acordado.;Pacho salió calceto porque ambos íbamos a ser cirujanos, pero al final él estudió ginecología.;DICOL
caldo;Se usa para indicar que alguien está demasiado animado, alborotado.;Parece que al desayuno le dieran caldo de mico pues todo el día está incomodando a los demás y parece no darse cuenta.;DICOL
calentado;Plato que se elabora con algunos alimentos del día anterior que se pican, se aderezan y se recalientan, especialmente para el desayuno.;El calentado tiene sus orígenes en la arriería paisa, cuando los viajeros de aquel entonces recalentaban a la hora de desayunar los restos de la comida del día anterior, que por lo general son fríjoles.;DICOL
calentano;Panecillo hecho principalmente con harina de maíz.;Achiras y calentanos son panecillos originales de la región del Tolima grande.;DICOL
calentano, na;Referido a una persona o a algo, originaria o propia de las regiones de clima cálido de Colombia.;Simplemente es nuestra manera de hablar en el lenguaje coloquial, con ese acento de calentanos desabrochados.;DICOL
calentarse;Enfandarse, enojarse.;Cuando el presidente de la junta empezó a gritar, la gente se calentó y abandonó el recinto.;DICOL
calentillo;Bebida aromática o infusión a base de varias hierbas que se brinda en los velorios.;En los velorios de mi pueblo se reparte calentillo después del rosario.;DICOL
calentura;Enojo, ira.;"Tras este incidente, el arquero azucarero ofreció disculpas públicas, afirmando que ""fue un momento de calentura"".";DICOL
caleto;Referido a una persona, que tiene o que porta mucho dinero.;Me gané un chance y estoy muy caleto: Dios me guía y me protege.;DICOL
calicanto;Masa elaborada con la mezcla de diversos materiales, que se usa para unir las piezas de una obra de mampostería.;Tres puentes de madera, uno de calicanto y dos de concreto, han existido a lo largo de la historia en el Altar de la Patria.;DICOL
calidoso;Afable, cálido en el trato.;Puedo decir que las mujeres acá son unas 'calidosas', pues trabajan duro pero también nos tratan muy bien.;DICOL
caliente;Referido a una persona, que está furiosa, de mal genio.;Ni le hables a tu mamá, está caliente porque le fue mal en el trabajo.;DICOL
calificar;Satisfacer algo o alguien, los requisitos para cumplir con una tarea.;El aspirante calificó perfectamente para el cargo en la empresa.;DICOL
calilla;Tabaco largo y delgado.;El viejo que sostiene entre los dientes una humeante calilla mientras baja bultos de un camión.;DICOL
callana;Especie de plato grande hecho de barro, empleado para asar arepas, tortillas o tostar granos.;La última visita que recibí de mi madre fue acompañada de una ‘talegada’ de habas tostadas en callana.;DICOL
calle;Salir de la casa a estar con los amigos o a divertirse.;No te preocupes. Tu hijo sólo agarra calle cuando vienen tus amigas a jugar cartas.;DICOL
callo;Estar acostumbrado a una situación incómoda o dolorosa.;De tanto que mi mamá me regaña, ya tengo callo.;DICOL
calor;Estado de excitación sexual de los animales.;Para que se produzca el calor en la vaca, debe haber una estrecha relación entre la glándula hipófisis y el ovario.;DICOL
calvazo;Golpe en seco que se da o se recibe en la cabeza, con la palma de la mano.;Jocoso, el entrenador protagonizó una situación en la que le dio un ‘calvazo’ a su asistente.;DICOL
calvear;Rapar o cortar a alguien el pelo.;El actor se tuvo que calvear para poder protagonizar el personaje de su nueva película.;DICOL
calza;Restauración con empaste de la cavidad que la caries deja en una pieza dental.;El metal de las calzas antiguas se mete por los microtubos del diente causando manchas difíciles de remover.;DICOL
calzar;Tapar la cavidad dejada por la caries.;Tuvieron que ponerle anestesia para poderle calzar la muela.;DICOL
calzonarias;Par de tiras, generalmente elásticas, que sirven para sostener de los hombros el pantalón o alguna otra prenda de vestir.;Las calzonarias tienen pocos seguidores, pero sin duda, se les ve muy bien a las personas arriesgadas y con espíritu juvenil.;DICOL
cama;Llegar la hora de dar a luz un bebé.;María cayó a cama y en menos de dos horas tuvo trillizos.;DICOL
camada;Grupo homogéneo de personas, que participa en alguna actividad común.;Y lo que deje de positivo esta camada de viejos gladiadores del fútbol colombiano, sepan ser capaces de heredarlo.;DICOL
camaján;Persona que viste de forma extravagante y vistosa, presumido y fanfarrón.;El chofer era un camaján, peinado hacia atrás con mucha gomina, que manejaba el carro con un estilacho muy particular.;DICOL
camandulero;Referido a una persona, que frecuenta mucho las iglesias y los oficios religiosos.;Yo oro, no rezo. Soy un tolimense con barriga de antioqueño, católico practicante, más no camandulero.;DICOL
camastrón;Persona alta y corpulenta.;Un vigilante camastrón custodiaba la puerta de entrada a la discoteca.;DICOL
cambambero;Persona que organiza e interviene en cualquier actividad, generalmente las fiestas o la diversión.;Los cambamberos animan la fiesta de la Atención Integral a la Primera Infancia.;DICOL
cambiazo;Modalidad de robo en el que una tarjeta de crédito o débito es cambiada por una falsa, al realizar una transacción en un cajero electrónico o una compra.;Una recomendación para evitar el cambiazo es nunca salir del cajero hasta que éste indique que la operación ha finalizado.;DICOL
cambuche;Lugar improvisado para dormir, hecho con cartón y plástico.;Los manglares son los lugares más usados para instalar cambuches, lo que podría ocasionar afectación ambiental.;DICOL
camellar;Trabajar o realizar alguien una labor con esfuerzo en pro de lograr una meta.;Todo el mundo camellando, ¿y pa' qué? Pa' que uno' poco' se den la vida de rico'... Nooooo homb'e, a mí no me vengan con ese cuento.;DICOL
camello;Trabajo, empleo.;¿Estás loca? Soy hombre trabajador. Más de veinte años de camello, ¿y quieres ahora, que me ponga a mirar pajaritos y tortolitas?;DICOL
camellón;Vía pública caracterizada por su amplitud y por estar rodeada de árboles.;El Camellón de los Mártires es uno de los sitios históricos de Cartagena de Indias, inaugurado el 11 de noviembre de 1886.;DICOL
caminadera;Desplazamiento continuo que se hace a pie, usualmente sin ningún objetivo.;Las oscuras pobladoras del mundo de sus sueños no han logrado aplacar su caminadera, ni convencerla de que es más miedoso viajar en avión que por carretera.;DICOL
caminado;Manera de caminar propia de una persona.;Pensé que era él. Ya iba a abrazarlo pero noté que su caminado era diferente no camina sesguiadito, sino que parece de paso fino, repicaito, repicaito.;DICOL
caminadora;Planta invasiva de flores espigadas, tallo delgado y hojas largas provistas de pelillos urticantes, que se encuentra como maleza en los cultivos.;La caminadora muestra valores nutricionales [para el chigüiro] similares o mejores que algunas pasturas del piedemonte llanero.;DICOL
caminar;Estar tras alguna persona para establecer una relación sentimental.;Lo conocí porque le caminaba a mi hermana, pero a ella no le gustaba porque le parecía muy cachetón.;DICOL
caminata;Desplazamiento a pie que hace un grupo de personas, por las calles de un pueblo o ciudad, por distracción o ejercicio.;La filosofía de nuestras caminatas es proporcionar una experiencia extraordinaria a todos los participantes.;DICOL
camionado;Cantidad de carga que tiene un camión.;Trajeron un camionado de piedras para nivelar el terreno de construcción.;DICOL
camiseta;Prenda de vestir que cubre la parte superior del cuerpo, sin mangas y que deja los hombros al descubierto.;Si el día está soleado, puede dejar al niño con esqueleto y camiseta, sin problema.;DICOL
camonina;Lo que se repite con una insistencia que molesta, fastidia.;Esa camonina tuya… ¿No crees que estás como cansón diciéndome que me cuide?;DICOL
camoruco;Árbol de hasta 50 m de altura, tronco recto y frondoso, hojas acorazonadas, frores moradas y fruto con semillas comestibles similares al maní.;"Mestizos son los instrumentos, fruto de la tierra: totuma y capachos, en las maracas; cedro, camoruco, cuerdas de tripa de araguato y pegantes naturales para el arpa y el cuatro.";DICOL
camostre;Mujer fea.;Dijo que en ese grupo de estudiantes, ella era la más linda entre tanto camostre.;DICOL
campanero;Persona que vigila y alerta a sus compañeros mientras cometen alguna actividad ilícita.;Me reúno con un amigo graffitero, sumamos aerosoles de diferentes colores y nos turnamos el papel del campanero. Realmente nunca he tenido problemas con la policía.;DICOL
campechana;Hamaca hecha con tiras de cuero.;La campechana que trajeron los artesanos de Paz de Ariporo está hecha en una sola pieza de cuatro metros de cuero puro.;DICOL
campero;Vehículo resistente que se adapta a todo tipo de terreno.;En nuestro concesionario recibirá la mejor atención personalizada y una adecuada asesoría en la adquisición de su campero.;DICOL
campo;Espacio o lugar que puede ser ocupado por una persona o un objeto.;Ya no hay campo en este bus, subámonos en el siguiente.;DICOL
camu;Arbusto de hasta 8 m de altura, tronco delgado y ramificado desde la base, hojas simples, lanceoladas u ovoides, flores agrupadas de color blanco.;Hay que evaluar la adaptación, crecimiento y sobrevivencia del camu camu en las zonas climáticas y edáficas del Bajo Cauca Antioqueño.;DICOL
camuro;Raza de ovino con características similares a las de la oveja y el cabro que en vez de un vellón de lana cuenta con un grueso pelaje con el que se protege de las altas temperaturas.;En Santander hay más 50 criaderos de cabras, ovejas y camuros (ovejos de pelo) dedicados al mejoramiento genético.;DICOL
canal;Buscar comida gratis en alguna parte o a costa de alguien.;Todos sabían que a fin de mes, cuando estaba sin dinero, llegaba a poner la canal a la casa de cualquier amiga.;DICOL
