modismo;significado;ejemplo;fuente
chipolo;Mechón en forma de bucle que cae sobre la frente.;En el caso de los hombres es más presentable utilizar un corte de cabello clásico, sin crestas, chipolos, colas, flecos o rapado.;DICOL
chiporro;En las labores de la pesca, referido a una persona, principiante.;Juan nunca va poder conseguir trabajo por chiporro, porque no ha querido aprender a trabajar con el papá.;DICOL
chiquero;Lugar lleno de basura.;El centro comercial de la 19 está convertido en un chiquero.;DICOL
chiquero;Corral para el encierro de animales.;Como tranca de chiquero, unas veces arriba y otras en el suelo.;DICOL
chiquero;Cerco de madera cuadrado o triangular, que se usa para encerrar y sostener las plantas recién sembradas.;Hay que hacer cuatro chiqueros para poder transplantar las plántulas de mora y que crezcan bien.;DICOL
chiquito;Referido a una persona, de poca edad.;Desde chiquito sus hermanas podían notar si tenía miedo fijándose en ese punto de su cuello.;DICOL
chiquito;Ano.;;DICOL
chiraco;Árbol que alcanza los 20 m de altura, de hojas compuestas alternas, de flores blancas y semillas esféricas de color crema, su látex y emanaciones son tóxicas, su madera es durable apropiada para ebanistería.;Quien es picado por el Chiraco desarrolla ronchas, que pican mucho, […] y a medida que el individuo se rasca, estas se riegan a otros lugares que no estaban infectados.;DICOL
chirario;Variedad de plátano pequeña y dulce.;Anganoy ofrece cada domingo: piña entera o pelada, melón, guaba, chirario, guayaba, aguacate, plátano verde y amarillo.;DICOL
chiras;Muy bien o muy bueno.;¡Del chiras que te hayan dejado ir al paseo!;DICOL
chiras;El diablo.;;DICOL
chiras;De ningún modo.;"""Si la Corte Constitucional da la orden para que se le deje sacar el altar al padre y colocarlo en un lugar público, pues hay que obedecer. Si no es así, ni por el chiras le dejamos violar el espacio público"".";DICOL
chircal;Lugar donde se fabrican ladrillos, tejas y diversos objetos de arcilla cocida.;;DICOL
chiribico;Niño varón de corta edad.;¡Cómo ha crecido este chiribico! La última vez que lo vi, usaba pañales y míralo, montando bicicleta.;DICOL
chiribico;Chinche, insecto parásito de color rojo oscuro que chupa la sangre produciendo picaduras irritantes.;;DICOL
chirimiar;Lloviznar suave y constante.;;DICOL
chirimía;Música popular típica de la costa pacífica colombiana.;;DICOL
chirimía;Conjunto de músicos que tocan generalmente el clarinete, el bombardino, la tambora, el redoblante y los platillos y que acompañan las diferentes celebraciones chocoanas.;;DICOL
chiripazo;Logro que se obtiene de manera fortuita.;;DICOL
chiripiado;En la industria marroquinera, técnica usada para decorar la pieza de cuero con diferentes figuras angulares o circulares.;El chiripiado queda bien en cuero negro y café.;DICOL
chiripiador;En la industria de la marroquineria, instrumento de acero, cuyo tamaño va numerado del uno al ocho, el ángulo de corte es recto, usado para decoración del calzado.;En las maquinas corrientes de costura, cuando no hay la perforadora, los chiripadores se colocan igual que una aguja.;DICOL
chiripiar;Lloviznar.;;DICOL
chiripiar;En la industria marroquinera, hacer diferentes figuras en el cuero con instrumentos manuales o máquinas.;Tome las piezas que va a chiripiar.;DICOL
chiripiolca;Rabieta o demostración exagerada de contrariedad.;Le tocó dejar la chiripiorca e ir a hablar con el jefe para que lo excusara.;DICOL
chiripiolca;Ataque de nervios.;A mi hermana hace unos días le dio la chiripiorca, fue tanto el susto que el marido no sabía qué hacer con ella.;DICOL
chiripudo;Referido a una persona, que tiene buena suerte.;"El sábado nació otro ricachón incógnito. El que se ganó la lotería; un chiripudo quien, por un golpe de suerte, quedó dueño de 117 mil millones de pesos.";DICOL
chirlobirlo;Ave de tamaño mediano, que tiene el dorso principalmente de color castaño con rayas negras, y la garganta y el pecho amarillos.;;DICOL
chiro;Pedazo de tela generalmente de una prenda vieja que se usa para limpiar.;;DICOL
chiro;Prenda de vestir.;Ahora los niños no se ponen cualquier chiro ni siquiera para estar en casa. Ni tampoco hay que elegirles el vestuario con el cual van a salir.;DICOL
chiro;Variedad de plátano pequeña y dulce.;"El ""chiro"" es también un complemento fundamental en el levante de animales domésticos, por consiguiente se recolecta casi diariamente.";DICOL
chiroso;Referido a una persona, que se viste con ropa desgastada o rota.;Después de un tiempo de estar viviendo por fuera de su casa se le veía flaco, pálido y chiroso.;DICOL
chirriadera;Ruido que produce el roce de dos cosas.;Mi moto tiene un problemita: a toda hora suenan las pastillas. Es una chirriadera muy cansona que se corrige pulsando un poquito el freno delantero.;DICOL
chirriado;Referido a una persona, agradable y amable.;"Es una persona seria, preparada y con una amplia trayectoria profesional; como dirían los cachacos es un tipo “chirriado” y decente.";DICOL
chirriado;Referido a una persona, bien parecida, atractiva físicamente.;;DICOL
chirriado;Referido a un sitio o un evento, elegante.;El restaurante era espectacular, pero demasiado chirriado para mi gusto.;DICOL
chirrinche;Bebida que se elabora con la caña de azúcar y que se consume diariamente como refresco.;Una vez realizada la siembra el indígena se acuesta en su chinchorro a conversar con sus parientes y compadres, a bailar la danza indígena y a tomar chirrinche por las tardes.;DICOL
chirrinche;Aguardiente de fabricación casera, de mala calidad.;Me ofrecieron ayer unos tragos, y sabían a puro chirrinche.;DICOL
chirrinche;Mezcla de tinto con arguardiente.;;DICOL
chirriquitico;Muy pequeño.;"Allá en la loma vemos bajar al trote al sute; al hijo más chirriquitico que sale a nuestro encuentro.";DICOL
chisa;Larva de insecto de hasta 7 cm de longitud, gruesa y de color blanco, con la cabeza café.;;DICOL
chisacá;Hierba de hasta 60 cm de altura, de tallos rojizos, hojas opuestas y flores de color amarillo, tiene usos medicinales y es propia de los climas medios y fríos.;"Además del cilantro es una excelente idea agregar a las sopas ""guascas"" o ""chisacá"" una hierba que crece en climas medios.";DICOL
chisga;Compra que se hace por un valor menor al del mercado regular.;"""Es posible que se hayan ganado un remate o, en términos bogotanos, que se hubiera tratado de una 'chisga'"".";DICOL
chisguete;Chorro de un líquido que sale con fuerza y salpica una superficie.;"Gran parte de los adoquines están levantados o sueltos; es un peligro andar por ahí, cuando llueve es peor, pues al pisar el adoquín salta un chisguete al cuerpo del caminante.";DICOL
chisguetear;Saltar un líquido sobre algo o alguien.;De la raíz de una vieja guadua saltó una rana al arroyo y chisgueteó mi mejilla izquierda.;DICOL
chismes;Loza, utensilios de cocina.;;DICOL
chismosear;Conversar contando chismes o curioseando.;En el callejón discutíamos sobre la ropa que íbamos a llevar, chismoseábamos sobre la gente que pensaba asistir, hablábamos de las canciones que iban a sonar.;DICOL
chismosería;Actividad que consiste en contar chismes.;;DICOL
chismoso;Referido a una persona, que delata o acusa a otra.;Se ganó el título de chismoso del salón por contarle a la profesora todo lo que hacíamos cuando ella no estaba.;DICOL
chispa;En una relación sentimental, volver a conquistar a la pareja con detalles.;Cuando la relación pierde la emoción de los primeros meses, se deben buscar alternativas para prender la chispa.;DICOL
chispa;Hacer enojar a alguien.;Si sigues molestando le vas a sacar la chispa a tu abuelo.;DICOL
chispa;Enojarse alguien por algo reaccionando de forma agresiva.;Se me saltó la chispa cuando en días, 3 empresas de las que soy cliente m hicieron lo mismo.;DICOL
chispa;Reaccionar lentamente ante una situación.;;DICOL
chispazo;Hecho o dicho original y brillante.;Cuando tenemos que resolver un problema necesitamos un chispazo que nos puede requerir tiempo y esfuerzo.;DICOL
chispero;Conjunto de chispas que salpican sobre una superficie.;Como había agitado la gaseosa, cuando abrió la botella quedó un chispero sobre la mesa.;DICOL
chispiar;Saltar un líquido sobre algo o alguien.;Un transmilenio me chispió, yo con mucha rabia conté hasta 10: 1, 2, 3, 5, 7, 24, 12, ¡10!;DICOL
chisporrotiar;Referido a un alimento que se fríe en aceite muy caliente, seguir escurriendo o sonando chispas al sacarlo.;Cuando la tocineta esté frita viértala, todavía chisporroteando, con su grasa, sobre la ensalada y sirva enseguida.;DICOL
chispotear;Saltar un líquido sobre algo o alguien.;Ponte el delantal para que el aceite no te chispotee la ropa.;DICOL
chispón;Referido a una persona, ligeramente embriagada.;Fue muy gracioso verlo al final de la noche, que entre chispón y caído de la perra se preguntaba por qué entre menos tomaba, más se emborrachaba.;DICOL
chiste;Chiste que no tiene gracia.;El tipo era tremendamente gracioso porque a pesar de contar chistes flojos hacía reír a la gente.;DICOL
chiste;Acertar, dar en el punto.;Después de intentar por todos lados, finalmente dio con el chiste y pudo arreglar la impresora.;DICOL
chiste;De ningún modo.;Aspiro a una sociedad en la que la gente no hable de matar ni en chiste”;DICOL
chiste;Ser gracioso o divertido.;Ese man es un chiste. Es inevitable reirse cada vez que dice algo.;DICOL
chistear;Hacer chistes o bromear.;Aseguran que alegra a cualquiera por su capacidad de tomar del pelo y chistear.;DICOL
chita;Orinar, especialmente los niños.;Venga haga chita, mijito, le ruega la madre al párvulo antes de prepararlo para que duerma.;DICOL
chitearse;Quebrarse o agrietarse una cosa.;No supimos quien tiró la piedra que chiteó el vidrio del carro.;DICOL
chitiado;Referido a un objeto o superficie, que tiene grietas o hendiduras por acción de un golpe, por uso, por reacciones químicas o físicas.;El bloque del motor está chitiado, lo que trajo como consecuencia que le entra agua al aceite y obviamente queda varado.;DICOL
chitos;Aperitivo ligero, salado y crujiente, en forma de medialuna pequeña.;;DICOL
chiva;Transporte público rural, similar a un bus pero con carrocería de madera, bancas de costado a costado y estribos a lo largo del vehículo.;La chiva partió a las 3 de la tarde con exceso de pasajeros, varios de ellos sobre el techo del vehículo.;DICOL
chiva;Noticia que se da a conocer por primera vez y genera sorpresa o interés.;Me vio entrar y soltó un grito alegre para todos: ¡A ver qué chiva nos trae el gran Gabo!;DICOL
chiva;Papel escrito que se consulta de manera oculta durante una prueba o examen.;;DICOL
chiva;Oveja.;;DICOL
chivatear;Delatar a alguien.;Todos desconfiaban de él, pues decían que era capaz de chivatear hasta a su propia familia.;DICOL
chivato;Referido a un niño, que es vivaz y travieso.;Abrió la puerta como pudo y entró corriendo a buscar a su hijo. ¡Jacinto, Jacinto! ¿dónde andará ese chivato?;DICOL
chivato;Referido a una persona, que delata a otra en secreto y cautelosamente.;;DICOL
chiveado;Referido a una cosa, que es falsificada o imitación.;Según el periódico de ayer, creció el flagelo de los celulares 'chiviados' en ciertas ciudades del país.;DICOL
chivear;Falsificar o adulterar mercancía para ponerla a la venta.;Fue sentenciado un delincuente que se dedicaba a chiviar todos los licores para posteriormente distribuirlos en las localidades del sur.;DICOL
chivear;En periodismo, adelantarse a otros en publicar una noticia.;En la actualidad es muy difícil chivear. Uno puede tener entrevistas exclusivas, pero chivear en un noticiero de las 7 es muy complicado.;DICOL
chivera;Barba que sale en el mentón.;Era varios centímetros más bajito que ella, flaco, con cejas tupidas y una chivera entrecana que resaltaba el tono oliva de la cara.;DICOL
chiverudo;Hombre que tiene chivera.;;DICOL
chivo,;Referido a un hombre, infiel.;No le pares bola, porque ese tipo es muy chivo.;DICOL
chivo,;Macho de la cabra.;;DICOL
chivo,;Ropa que se lleva para hacer deporte.;¡Que cada cual lleve su chivo en el morral y que no les vaya a faltar nada.;DICOL
chivé;Bebida refrescante de sabor ligeramente amargo, que se hace con harina de yuca brava desleída en agua fría.;Como es tan fácil de preparar, el chivé es el gran refresco de la selva.;DICOL
chiyón;Plátano desabrido y pequeño.;Páseme un par de chiyones para hacer el almuerzo que cocinados con la carne cogen un sabor delicioso.;DICOL
choca;Reunión de amigos y vecinos entre los indígenas y campesinos que realizan trabajos y actividades diversas en beneficio de la comunidad.;María vení, vamo a empezá la choca / que el sábalo viene como a la loca/ andá, corré, decile a Clodomiro/ que el sábalo, viene del río Biro.;DICOL
chocado;Estar disgustado por algo o alguien.;Después de tanto insistirle me confesó que estaba chocado porque le pareció haber visto a su novia con alguien más.;DICOL
