palabra;significado;ejemplo;fuente
churrusco, ca;Referido al cabello, ensortijado.;Tiene el pelo churrusco y poco. Tiene la frente grande y los ojos hundidos.;AcademiaColombianaLengua
churumbelo;Cualquier objeto al que no se le denomina por su nombre específico porque no se sabe o no se recuerda.;Páseme el churumbelo ese que está encima de la mesa. Necesito sacar este tornillo y no he podido.;AcademiaColombianaLengua
churupo;Dinero.;Ya no tengo churupos para viajar, así que tengo que regresar.;AcademiaColombianaLengua
chusco;Referido a una persona, bien parecida, atractiva físicamente.;Así es, las mujeres de repente se te vuelven queridas, simpáticas, chuscas e inteligentes.;AcademiaColombianaLengua
chuspa;Bolsa de plástico u otro material que se usa para llevar o guardar cosas.;No olvides llevar la chuspa para traer el mercado.;AcademiaColombianaLengua
chuspe;Palo o madero con lazos, ubicado en la cocina, en el que suele ponerse la carne para ahumarse.;Ejemplo no encontrado.;AcademiaColombianaLengua
chusque;Planta gramínea, de tallos duros, hojas lanceoladas, flores pequeñas y espigas amarillas, propia de climas fríos y usada en construcción y elaboración de objetos domésticos.;En Las aguas, las casas eran ranchitos, encerradas con chusque y ameros de la mazorca.;AcademiaColombianaLengua
chusquea;Planta gramínea, de tallos duros, hojas lanceoladas, flores pequeñas y espigas amarillas, propia de climas fríos y usada en construcción y elaboración de objetos domésticos.;Ejemplo no encontrado.;AcademiaColombianaLengua
chuta;Sombrero.;Su cabeza la topa con un chuta.;AcademiaColombianaLengua
chutar;Designar arbitrariamente a alguien una tarea.;A nosotros (los departamentos) nos chutaron esa responsabilidad y no nos dieron los recursos necesarios para su atención.;AcademiaColombianaLengua
chuto;Referido al cabello, rizado o ensortijado.;Ejemplo no encontrado.;AcademiaColombianaLengua
chuzar;Referido a una línea telefónica, intervenirla y controlarla clandestinamente para fiscalizarla.;Ejemplo no encontrado.;AcademiaColombianaLengua
chuzo;Alimento que consiste en trozos de carne y otros alimentos asados, ensartados en un palo.;Ejemplo no encontrado.;AcademiaColombianaLengua
chuzón;Punzada o herida que se hace con un objeto terminado en punta.;"En la jornada de vacunación se explicó a los padres que ""el chuzón se reemplaza por un bombón. Una vez lo reciben quedan listos y prevenidos"".";AcademiaColombianaLengua
chácara;Herida grande.;En el accidente se hizo una chácara enorme en una pierna y perdió mucha sangre.;AcademiaColombianaLengua
cháncharos;Fríjoles.;Hágale pues, cómase los cháncharos con pezuña sin tanto remilgo.;AcademiaColombianaLengua
chécheres;Objeto viejo e inútil.;En la tarde me gusta ir a un mercado de pulgas, donde chécheres viejos, ropa, objetos, muebles, libros, se extienden por cuadras y cuadras.;AcademiaColombianaLengua
chévere;Referido a una persona, simpática o agradable.;Yo confío en Javier, es un chino muy chévere y somos como hermanos.;AcademiaColombianaLengua
chócolo;Mazorca de maíz tierno.;"""Ah bueno un tamalito ole, con chocolate, arepa de chócolo y bolita de quesito que no puede faltar de ninguna manera"".";AcademiaColombianaLengua
chócoro;Utensilio de cocina como ollas, cubiertos, vajilla.;No puedo servir la comida así, los chócoros están sucios.;AcademiaColombianaLengua
cicla;Bicicleta.;Ejemplo no encontrado.;AcademiaColombianaLengua
ciclorruta;Carril que va por la acera o por los separadores de uso exclusivo para los ciclistas y los patinadores.;Ejemplo no encontrado.;AcademiaColombianaLengua
ciclovía;Calle de la ciudad adaptada en los días festivos para hacer deporte, especialmente ciclismo.;Ejemplo no encontrado.;AcademiaColombianaLengua
cidra;Planta trepadora de tallo grueso, hojas grandes y flores en racimo.;Ejemplo no encontrado.;AcademiaColombianaLengua
cidrón;Hierba aromática de hojas pequeñas, delgadas y ásperas, flores blancas, que se cultiva en climas cálidos, y que tiene diversas aplicaciones en la medicina tradicional.;Ejemplo no encontrado.;AcademiaColombianaLengua
cigarrería;Establecimiento en el que se venden cigarrillos, licores, bebidas, conservas, alimentos empacados y otros productos.;La gaseosa y las galletas las puedes comprar en la cigarrería de la esquina.;AcademiaColombianaLengua
cigarrillera;Estuche para los cigarrillos.;La neoyorquina sacó en ese momento de su bolso la cigarrillera y, llevándose a los labios su Lucky Strike, lo encendió.;AcademiaColombianaLengua
cilantro;Definición no encontrada.;Ejemplo no encontrado.;AcademiaColombianaLengua
cilindradora;Máquina que rueda sobre grandes y pesados cilindros de acero, usada para compactar pavimiento o caminos.;Desde el puente peatonal veo la cilindradora desplazarse lentamente en la obra de la ampliación de la estación.;AcademiaColombianaLengua
cilindro;Recipiente de metal muy resistente, de forma cilíndrica y con cierre hermético, que sirve para contener gases a presión y líquidos volátiles.;Ejemplo no encontrado.;AcademiaColombianaLengua
cimarrón;Referido a un esclavo, que se refugiaba en los montes buscando la libertad.;La imagen de las comunidades de africanos deportados que se resisten a la esclavitud deviene un referente importante (palenques, quilombos, cimarrones).;AcademiaColombianaLengua
cimbronazo;Estremecimiento intenso y fuerte del cuerpo.;Cuando le averigüé si a Agustina la había afectado mucho, me contó que tras despertarse con el cimbronazo, se había levantado muy exaltada diciendo que esa era la señal.;AcademiaColombianaLengua
cinco;Definición no encontrada.;Ejemplo no encontrado.;AcademiaColombianaLengua
cincuenta;Definición no encontrada.;Ejemplo no encontrado.;AcademiaColombianaLengua
cineasta;Persona a la que le gusta mucho el cine y asiste frecuentemente a él.;Desde su creación esta sala, […] ha sido sede de artistas plásticos, escritores, bailarines, actores y cineastas.;AcademiaColombianaLengua
cinta;"Arbusto de tallos aplanados y segmentados, hojas pequeñas, flores blancas verdosas y frutos de color rojo; es ornamental.";Ejemplo no encontrado.;AcademiaColombianaLengua
cintillo;Trozo de tela o de material elástico usado para recoger el cabello o como adorno.;Estábamos buscando un cintillo del mismo color de la blusa.;AcademiaColombianaLengua
cipote;Mucho, grande o formidable.;¡Cipote computador el que te has comprado!;AcademiaColombianaLengua
cipotudo;Referido a una persona o cosa, muy grande.;Les gusta inspirar lástima y se disfrazan de miserables cuando la mayoría tiene casa propia bien equipada, con plasma y cipotudo equipo de sonido.;AcademiaColombianaLengua
cirigüelo;Definición no encontrada.;Ejemplo no encontrado.;AcademiaColombianaLengua
cirirí;Definición no encontrada.;Ejemplo no encontrado.;AcademiaColombianaLengua
ciruelo;Árbol de hasta 10 m de altura, de copa amplia extendida, hojas compuestas, y flores púrpuras en racimos simples.;Ejemplo no encontrado.;AcademiaColombianaLengua
cisco;Residuo del café que queda después de trillado el grano, y que se usa como combustible.;Ejemplo no encontrado.;AcademiaColombianaLengua
cismático;Referido a una persona, que muestra una repugnancia afectada y una excesiva delicadeza en palabras y acciones.;Quedó como todo un cismático en la cena. La comida le pareció simple y el ambiente muy ruidoso.;AcademiaColombianaLengua
cisterna;Definición no encontrada.;Ejemplo no encontrado.;AcademiaColombianaLengua
citadino;Relativo a la ciudad.;Desconfía de cualquier criterio salvo el propio, y era el primero en aclarar que en un barco las cortesías citadinas y las reglas de urbanidad podían desaparecer en un segundo.;AcademiaColombianaLengua
citófono;Especie de teléfono que se usa para comunicarse entre las dependencias interiores de un mismo edificio.;Ejemplo no encontrado.;AcademiaColombianaLengua
ciudad;Definición no encontrada.;Ejemplo no encontrado.;AcademiaColombianaLengua
ciudadano;Definición no encontrada.;Ejemplo no encontrado.;AcademiaColombianaLengua
ciénaga;Depósito natural de agua de menor dimensión que la laguna, en el que se mezcla el agua salada del mar y la dulce de los ríos.;Ejemplo no encontrado.;AcademiaColombianaLengua
claridoso;Referido a una persona, que habla con sinceridad, sin rodeos y en ocasiones con crudeza.;Enrique Díaz, juglar sabanero, era ingenioso, práctico, claridoso y no se guardaba nada.;AcademiaColombianaLengua
claro;Bebida refrescante que se obtiene del líquido de la mazamorra.;Ejemplo no encontrado.;AcademiaColombianaLengua
clase;Definición no encontrada.;Ejemplo no encontrado.;AcademiaColombianaLengua
clavadista;Deportista que practica el salto de trampolín.;Ejemplo no encontrado.;AcademiaColombianaLengua
clavar;Imponer a alguien una tarea difícil, molesta o para la que no se es apto.;Ejemplo no encontrado.;AcademiaColombianaLengua
clavarse;Estudiar o trabajar intensamente por largo tiempo.;Como había dejado de trabajar dos semanas, le tocó clavarse tres días enteros para ponerse al día.;AcademiaColombianaLengua
clavija;Definición no encontrada.;Ejemplo no encontrado.;AcademiaColombianaLengua
clavijero;Referido a una persona, oportunista de las situaciones para su propio beneficio.;Ese negocio es un nido de clavijeros, entras a comprar cualquier cosa y terminas pagando un montón por nada.;AcademiaColombianaLengua
cliente;Persona, individuo.;"Ayer nos cruzamos en el evento con Camilo, a mi papá no le simpatizó mucho y me preguntó: ""¿quién es ese cliente?";AcademiaColombianaLengua
clima;Definición no encontrada.;Ejemplo no encontrado.;AcademiaColombianaLengua
cloch;En un vehículo, mecanismo dispuesto para que un eje participe, o no, en el mecanismo de otro.;Ejemplo no encontrado.;AcademiaColombianaLengua
clonar;Reproducir un objeto utilizando los mismos componentes que el original.;Clonar un libro.;AcademiaColombianaLengua
closh;Definición no encontrada.;Ejemplo no encontrado.;AcademiaColombianaLengua
clutch;Definición no encontrada.;Ejemplo no encontrado.;AcademiaColombianaLengua
clóset;Armario empotrado que se usa para guardar la ropa u otros objetos personales.;Cuando arribaron a este puerto final, los pesados abrigos, que seguían sin caber en ninguna maleta, fueron metidos en un clóset del hotel.;AcademiaColombianaLengua
coatí;Mamífero americano de hasta 67 cm de longitud, cabeza alargada, hocico muy estrecho y largo, orejas cortas y redondeadas, y pelaje espeso con anillos rojizos y negros.;Los coatíes (cualquiera sea su especie) son animales sociales que viven agrupados en bandas de entre 5 a 20 individuos,;AcademiaColombianaLengua
coba;Definición no encontrada.;Ejemplo no encontrado.;AcademiaColombianaLengua
cobao;Estilo de baile en el que los danzantes juntan y rozan sus cuerpos, principalmente en la zona pélvica.;Y el cobao, que viene de Buenaventura y se caracteriza por la quietud de la pareja.;AcademiaColombianaLengua
cobija;Manta gruesa, generalmente de lana, que se usa de abrigo en la cama.;Mientras estuvimos de un sitio a otro, todavía teníamos la posibilidad de envolver el colchón, la cobija y algunos objetos que nos parecían de suma importancia.;AcademiaColombianaLengua
cobre;Definición no encontrada.;Ejemplo no encontrado.;AcademiaColombianaLengua
coca;Juguete que consta de una bola perforada y un palo amarrado a ella que debe ensartarse en el hueco.;La tradicional coca se pone de moda otra vez, pero no hecha de manera artesanal, sino con nuevos y modernos materiales.;AcademiaColombianaLengua
cocacolo;Joven entre 14 y 19 años.;Los primeros rebeldes sin causa criollos fueron los hijos de papi, conocidos entonces como ‘cocacolos’.;AcademiaColombianaLengua
cocada;Golosina hecha con coco rallado que se mezcla con distintos tipos de dulces hasta adquirir una consistencia grumosa, y que generalmente tiene forma de galleta o tableta.;Las últimas palenqueras regresarán a Cartagena, llevándose consigo sus cocadas y sus dulces de ajonjolí, maní, coco y piña.;AcademiaColombianaLengua
cocainero;Relacionado con el cultivo y la producción de la coca.;La miel de abeja que producen 80 familias cordobesas, antiguas cocaleras, están siendo utilizadas en la industria del país.;AcademiaColombianaLengua
cocayo;Capa de arroz que queda adherida a la olla, después de su cocción.;Olvidé el arroz en la estufa y se formó un cocayo… delicioso.;AcademiaColombianaLengua
cochada;Grupo de crías nacidas en un parto.;Se vende cochada de 11 lindos marranos con sus vacunas y 50 días de nacidos.;AcademiaColombianaLengua
coche;Definición no encontrada.;Ejemplo no encontrado.;AcademiaColombianaLengua
cochera;Corral o criadero para cerdos.;El problema de la contaminación del río Guadalajara por el funcionamiento de las cocheras en su margen derecha, será analizado por el Concejo Municipal.;AcademiaColombianaLengua
cocheteo;Burla, diversión.;Estas niñitas no respetan, me han cogido de cocheteo.;AcademiaColombianaLengua
cochoso;Referido a una persona, que le gusta ingerir licor.;Allí se divierte, desde el estudiante cochoso que pide cerveza, hasta el empresario de multinacional que paga un coctel con tarjeta oro.;AcademiaColombianaLengua
cocido;Definición no encontrada.;Ejemplo no encontrado.;AcademiaColombianaLengua
cocina;Laboratorio artesanal y clandestino donde se procesa cocaína.;Desmantelan cocina para el procesamiento de base de pasta de coca en el sur de Bolívar.;AcademiaColombianaLengua
